5032 70 2 5758.0 24122.7 25766.988 3.50181963257045
5032 70 3 5296.0 24122.7 25766.988 3.220846956250973
5032 70 4 5688.0 24122.7 25766.988 3.459248014946287
5032 70 5 5604.0 24122.7 25766.988 3.408162073797291
5032 70 6 6013.0 24122.7 25766.988 3.656901953915616
5032 75 1 5398.0 25768.666 27424.494 3.260000434827772
5032 75 2 5755.0 25768.666 27424.494 3.4756025384279043
5032 75 3 5345.0 25768.666 27424.494 3.2279922793913376
5032 75 4 5801.0 25768.666 27424.494 3.503383201636885
5032 75 5 5589.0 25768.666 27424.494 3.375350579891148
5032 75 6 6003.0 25768.666 27424.494 3.625376548771974
5032 80 1 5346.0 27426.203 29069.746 3.252729012870366
5032 80 2 5671.0 27426.203 29069.746 3.450472546200495
5032 80 3 5307.0 27426.203 29069.746 3.228999788870751
5032 80 4 5771.0 27426.203 29069.746 3.511316710302073
5032 80 5 5527.0 27426.203 29069.746 3.3628569498942227
5032 80 6 6032.0 27426.203 29069.746 3.6701199786071923
5032 85 1 5336.0 29071.479 30721.082 3.234717686619144
5032 85 2 5868.0 29071.479 30721.082 3.557219524940243
5032 85 3 5133.0 29071.479 30721.082 3.111657774628198
5032 85 4 5906.0 29071.479 30721.082 3.580255370534607
5032 85 5 5635.0 29071.479 30721.082 3.41597341905901
5032 85 6 6009.0 29071.479 30721.082 3.6426946362245944
5032 90 1 5293.0 30722.62 32369.95 3.213078132493186
5032 90 2 5685.0 30722.62 32369.95 3.4510389539436543
5032 90 3 5245.0 30722.62 32369.95 3.183940072723741
5032 90 4 5763.0 30722.62 32369.95 3.498388301069003
5032 90 5 5715.0 30722.62 32369.95 3.469250241299558
5032 90 6 5977.0 30722.62 32369.95 3.628295484207779
5032 95 1 5455.0 32371.734 34021.48 3.3065696173835244
5032 95 2 5652.0 32371.734 34021.48 3.425981939037888
5032 95 3 5255.0 32371.734 34021.48 3.185338833978079
5032 95 4 5800.0 32371.734 34021.48 3.5156927187579177
5032 95 5 5663.0 32371.734 34021.48 3.4326496321251874
5032 95 6 5882.0 32371.734 34021.48 3.5653973399541505
5032 100 1 5368.0 34023.094 35671.742 3.2560012810496843
5032 100 2 5756.0 34023.094 35671.742 3.491345635939267
5032 100 3 5315.0 34023.094 35671.742 3.2238537274178602
5032 100 4 5710.0 34023.094 35671.742 3.463443985617306
5032 100 5 5668.0 34023.094 35671.742 3.4379685657581245
5032 100 6 5959.0 34023.094 35671.742 3.614476831925311
5032 105 1 6422.0 35673.41 37940.293 2.8329649126134875
5032 105 2 7032.0 35673.41 37940.293 3.1020568772186303
5032 105 3 6324.0 35673.41 37940.293 2.7897337445293826
5032 105 4 6959.0 35673.41 37940.293 3.0698540683396542
5032 105 5 6812.0 35673.41 37940.293 3.005007316213497
5032 105 6 7344.0 35673.41 37940.293 3.239690800098638
5032 110 1 201.0 37941.87 38011.242 2.897422591247189
5032 110 2 241.0 37941.87 38011.242 3.4740241019431473
5032 110 3 230.0 37941.87 38011.242 3.3154586865017586
5032 110 4 225.0 37941.87 38011.242 3.2433834976647637
5032 110 5 231.0 37941.87 38011.242 3.3298737242691576
5032 110 6 259.0 37941.87 38011.242 3.7334947817563284
