5032 0 1 5335.0 270.39685 1927.7399 3.21900767617181
5032 0 2 5919.0 270.39685 1927.7399 3.5713789007049566
5032 0 3 5198.0 270.39685 1927.7399 3.136345248498795
5032 0 4 5705.0 270.39685 1927.7399 3.4422565684274
5032 0 5 5632.0 270.39685 1927.7399 3.3982101653607564
5032 0 6 6012.0 270.39685 1927.7399 3.6274928114610914
5032 5 1 5423.0 1929.4392 3580.212 3.2851280321556064
5032 5 2 5827.0 1929.4392 3580.212 3.5298618925632894
5032 5 3 5175.0 1929.4392 3580.212 3.1348953653706917
5032 5 4 5878.0 1929.4392 3580.212 3.560756513555348
5032 5 5 5728.0 1929.4392 3580.212 3.469889981225763
5032 5 6 6028.0 1929.4392 3580.212 3.6516230458849335
5032 10 1 5381.0 3581.8032 5241.6465 3.241872289992676
5032 10 2 5701.0 3581.8032 5241.6465 3.434661573173805
5032 10 3 5224.0 3581.8032 5241.6465 3.147285047931934
5032 10 4 5811.0 3581.8032 5241.6465 3.500932889267318
5032 10 5 5834.0 3581.8032 5241.6465 3.514789618995962
5032 10 6 6193.0 3581.8032 5241.6465 3.7310750960647914
5032 15 1 5300.0 5243.173 6902.085 3.194865068189271
5032 15 2 5883.0 5243.173 6902.085 3.5463002256900906
5032 15 3 5219.0 5243.173 6902.085 3.1460378850716615
5032 15 4 5728.0 5243.173 6902.085 3.452865492563801
5032 15 5 5545.0 5243.173 6902.085 3.3425522270017938
5032 15 6 5981.0 5243.173 6902.085 3.6053750892150997
5032 20 1 5316.0 6903.774 8562.069 3.205702242363391
5032 20 2 5917.0 6903.774 8562.069 3.568122680222759
5032 20 3 5276.0 6903.774 8562.069 3.1815810817737495
5032 20 4 5849.0 6903.774 8562.069 3.527116707220368
5032 20 5 5613.0 6903.774 8562.069 3.3848018597414815
5032 20 6 6069.0 6903.774 8562.069 3.6597830904633977
5032 25 1 5406.0 8563.682 10215.635 3.2724901979656806
5032 25 2 5810.0 8563.682 10215.635 3.5170492138698863
5032 25 3 5223.0 8563.682 10215.635 3.161712227890261
5032 25 4 5768.0 8563.682 10215.635 3.4916247617214293
5032 25 5 5708.0 8563.682 10215.635 3.455304115795062
5032 25 6 5991.0 8563.682 10215.635 3.6266164957477605
5032 30 1 6102.0 10217.258 12563.956 2.6002493716703214
5032 30 2 6432.0 10217.258 12563.956 2.74087249403204
5032 30 3 5947.0 10217.258 12563.956 2.534199117227696
5032 30 4 6577.0 10217.258 12563.956 2.8026614417364315
5032 30 5 6543.0 10217.258 12563.956 2.788172998826436
5032 30 6 6796.0 10217.258 12563.956 2.895984059303754
5032 35 1 5413.0 12565.612 14223.3125 3.265366693199405
5032 35 2 5825.0 12565.612 14223.3125 3.5139037479930786
5032 35 3 5147.0 12565.612 14223.3125 3.104903449085043
5032 35 4 5635.0 12565.612 14223.3125 3.3992871450542483
5032 35 5 5673.0 12565.612 14223.3125 3.4222104656420145
5032 35 6 6063.0 12565.612 14223.3125 3.6574761243059286
5032 40 1 5514.0 14224.903 15877.516 3.3365343247330137
5032 40 2 5631.0 14224.903 15877.516 3.4073312989792526
5032 40 3 5259.0 14224.903 15877.516 3.182233227016851
5032 40 4 5750.0 14224.903 15877.516 3.479338477913462
5032 40 5 5694.0 14224.903 15877.516 3.4454527466503047
5032 40 6 5976.0 14224.903 15877.516 3.6160916076540603
5032 45 1 5345.0 15879.161 17525.16 3.247268072459339
5032 45 2 5753.0 15879.161 17525.16 3.495141856100763
5032 45 3 5299.0 15879.161 17525.16 3.2193215184213355
5032 45 4 5750.0 15879.161 17525.16 3.4933192547504586
5032 45 5 5693.0 15879.161 17525.16 3.4586898290946713
5032 45 6 5950.0 15879.161 17525.16 3.614826011437431
5032 50 1 5235.0 17526.86 19174.146 3.177954526414964
5032 50 2 5842.0 17526.86 19174.146 3.54643941610625
5032 50 3 5264.0 17526.86 19174.146 3.1955592410789624
5032 50 4 5681.0 17526.86 19174.146 3.448702896764739
5032 50 5 5701.0 17526.86 19174.146 3.460844079291635
5032 50 6 6006.0 17526.86 19174.146 3.645997112826795
5032 55 1 5427.0 19175.75 20830.31 3.2800261096605747
5032 55 2 5798.0 19175.75 20830.31 3.504254907649164
5032 55 3 5159.0 19175.75 20830.31 3.1180495116526448
5032 55 4 6001.0 19175.75 20830.31 3.6269461367372595
5032 55 5 5641.0 19175.75 20830.31 3.4093656319504886
5032 55 6 6101.0 19175.75 20830.31 3.687385165844696
5032 60 1 5329.0 20831.848 22473.928 3.245274286271071
5032 60 2 5629.0 20831.848 22473.928 3.4279694046575075
5032 60 3 5324.0 20831.848 22473.928 3.242229367631297
5032 60 4 5743.0 20831.848 22473.928 3.497393549644354
5032 60 5 5671.0 20831.848 22473.928 3.453546721231609
5032 60 6 5849.0 20831.848 22473.928 3.5619458248075615
5032 65 1 5415.0 22475.541 24121.12 3.290635089533836
5032 65 2 5643.0 22475.541 24121.12 3.4291881459352607
5032 65 3 5065.0 22475.541 24121.12 3.077943994180772
5032 65 4 5859.0 22475.541 24121.12 3.5604489362102947
5032 65 5 5615.0 22475.541 24121.12 3.4121728583070157
5032 65 6 5871.0 22475.541 24121.12 3.5677412023366855
5032 70 1 5315.0 24122.7 25766.988 3.232402109606103
